DATE,TIME,OPEN,HIGH,LOW,CLOSE,TICKVOL,VOL,SPREAD
2025.10.29,23:17:00,1.15984,1.15988,1.15959,1.15959,30,0,1
2025.10.29,23:18:00,1.15958,1.15961,1.15943,1.15945,25,0,1
2025.10.29,23:19:00,1.15949,1.15978,1.15948,1.15974,50,0,1
2025.10.29,23:20:00,1.15975,1.15984,1.15974,1.15982,23,0,1
2025.10.29,23:21:00,1.15983,1.15987,1.15976,1.15979,28,0,1
2025.10.29,23:22:00,1.15978,1.15983,1.15962,1.15963,41,0,1
2025.10.29,23:23:00,1.15961,1.15964,1.1596,1.15963,13,0,1
2025.10.29,23:24:00,1.15962,1.15987,1.15953,1.15985,55,0,1
2025.10.29,23:25:00,1.15984,1.15986,1.15979,1.15985,23,0,1
2025.10.29,23:26:00,1.15984,1.15987,1.1598,1.15981,44,0,1
2025.10.29,23:27:00,1.1598,1.15999,1.1598,1.15999,39,0,1
2025.10.29,23:28:00,1.15998,1.16,1.15989,1.15989,37,0,1
2025.10.29,23:29:00,1.15988,1.15989,1.15985,1.15985,24,0,1
2025.10.29,23:30:00,1.15986,1.15994,1.15968,1.15983,60,0,1
2025.10.29,23:31:00,1.15982,1.15983,1.15969,1.15982,33,0,1
2025.10.29,23:32:00,1.15981,1.15996,1.15981,1.15993,35,0,1
2025.10.29,23:33:00,1.15992,1.16001,1.1599,1.15998,12,0,1
2025.10.29,23:34:00,1.15996,1.16013,1.15994,1.16013,26,0,1
2025.10.29,23:35:00,1.16012,1.16063,1.16012,1.16031,69,0,1
2025.10.29,23:36:00,1.1603,1.1604,1.16029,1.16034,50,0,1
2025.10.29,23:37:00,1.16033,1.16058,1.16033,1.16047,32,0,1
2025.10.29,23:38:00,1.16051,1.16064,1.16048,1.16063,37,0,1
2025.10.29,23:39:00,1.16064,1.16074,1.16063,1.16064,17,0,1
2025.10.29,23:40:00,1.16062,1.16066,1.16057,1.1606,22,0,5
2025.10.29,23:41:00,1.16059,1.16059,1.1604,1.16046,30,0,5
2025.10.29,23:42:00,1.16045,1.16047,1.16039,1.16039,20,0,5
2025.10.29,23:43:00,1.16037,1.16042,1.16027,1.16028,34,0,5
2025.10.29,23:44:00,1.16023,1.16036,1.16012,1.16012,42,0,5
2025.10.29,23:45:00,1.1601,1.16014,1.16003,1.16012,61,0,5
2025.10.29,23:46:00,1.16011,1.16019,1.16005,1.16007,67,0,5
2025.10.29,23:47:00,1.15998,1.16002,1.15983,1.15997,69,0,5
2025.10.29,23:48:00,1.15998,1.15998,1.15987,1.15997,39,0,5
2025.10.29,23:49:00,1.15996,1.16014,1.15996,1.16002,107,0,5
2025.10.29,23:50:00,1.16003,1.16021,1.15991,1.16016,73,0,7
2025.10.29,23:51:00,1.16017,1.16017,1.16009,1.16009,19,0,7
2025.10.29,23:52:00,1.1601,1.16017,1.16005,1.16007,30,0,6
2025.10.29,23:53:00,1.16008,1.16009,1.15996,1.15996,46,0,5
2025.10.29,23:54:00,1.15997,1.15998,1.15989,1.15993,38,0,7
2025.10.29,23:55:00,1.15995,1.16005,1.15993,1.15998,60,0,6
2025.10.29,23:56:00,1.15998,1.16006,1.15997,1.16005,45,0,6
2025.10.29,23:57:00,1.16005,1.16017,1.16,1.1601,79,0,6
2025.10.29,23:58:00,1.16011,1.16012,1.16003,1.16005,106,0,5
2025.10.29,23:59:00,1.16004,1.16006,1.15987,1.16003,44,0,5
